symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
ABXX.NE,Abaxx Technologies Inc.,"Abaxx Technologies, Inc., a financial software company, develops software tools for commodity traders and finance professionals to communicate, trade, and transact. It provides trading and clearing software, financial messaging and data services, and digital identity and access management software. The company also engages in the development of a regulated commodity futures exchange. The company is headquartered in Toronto, Canada.",CAD,Information Technology,Software & Services,Software,NEO,NEOE,Aequitas NEO Exchange (Lit Book),Canada,ON,Toronto,M5C 1C4,http://www.abaxx.tech,Micro Cap,CA00258V1004,00258V100,BBG0086KBXT5,BBG000GR78Q9,BBG001SFTQZ6,False
BRND-A.NE,Mercer Park Brand Acquisition Corp.,"Mercer Park Brand Acquisition Corp. does not have significant operations. It intends to effect an acquisition of one or more businesses or assets by way of a merger, amalgamation, arrangement, share exchange, asset acquisition, share purchase, reorganization, or any other similar business combination involving the Corporation in cannabis and/or cannabis-adjacent industries. The company was incorporated in 2019 and is headquartered in New York, New York.",USD,Financials,Diversified Financials,Diversified Financial Services,NEO,NEOE,Aequitas NEO Exchange (Lit Book),United States,NY,New York,10022,http://www.mercerparkbrand.com,Micro Cap,,,,,,False
CCHW.NE,Columbia Care Inc.,"Columbia Care Inc. cultivates, manufactures, and provides cannabis-based health and wellness solutions, and derivative products. The company holds licenses in 19 jurisdictions in the United States and the European Union. It operates cultivation facilities, manufacturing facilities, and retail dispensaries. The company was founded in 2012 and is headquartered in New York, New York.",CAD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,NEO,NEOE,Aequitas NEO Exchange (Lit Book),United States,NY,New York,10019,http://www.col-care.com,Small Cap,CA1973091079,197309107,BBG00P0QCPJ7,BBG00P0QCNS2,BBG00P0QCPV3,False
CDXX-UN.NE,Choice Consolidation Corp,"Choice Consolidation Corp., a special purpose acquisition corporation, intends to effect a merger, amalgamation, arrangement, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or assets. The company was incorporated in 2021 and is headquartered in Chicago, Illinois.",USD,Financials,Diversified Financials,Diversified Financial Services,NEO,NEOE,Aequitas NEO Exchange (Lit Book),United States,IL,Chicago,60603,,,,,,,,False
COIN.NE,Tokens.com Corp.,"Tokens.com Inc., a blockchain technology company, provides transaction processing and validation services for various digital assets using proof-of-stake or staking technology. The company develops decentralized finance applications that provides automated and transparent financial services, such as borrowing and lending; and non-fungible token platforms that redefines how art, gaming, music, and collectibles are created, valued, and traded. The company is based in Toronto, Canada.",CAD,Financials,Diversified Financials,Capital Markets,NEO,NEOE,Aequitas NEO Exchange (Lit Book),Canada,ON,Toronto,M5X 1A4,http://www.tokens.com,,,,,,,False
CYBN.NE,Cybin Inc.,"Cybin Inc., a life sciences company, focuses on developing psychedelic therapeutics to treat various psychiatric and neurological conditions. The company operates through two segments, Serenity Life and Natures Journey. The Serenity Life segment engages in the research and development of pharmaceutical and nutraceutical psilocybin products. The Natures Journey segment focuses on non-psychedelic medical mushroom nutraceutical products. The company offers its products through various form factors, such as capsules, powders, and effervescent tablets. Cybin Inc. is headquartered in Toronto, Canada.",CAD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,NEO,NEOE,Aequitas NEO Exchange (Lit Book),Canada,ON,Toronto,M5X 1C9,http://www.cybin.com,Micro Cap,,,,,,False
DEFI.NE,DeFi Technologies Inc.,"DeFi Technologies Inc. engages in the building and management of assets in the decentralized finance sector in Canada. It focuses on the enhancement of shareholder value through various investments, including the acquisition of DeFi protocols, equity, debt, or other securities of publicly traded or private companies, or other entities. The company was formerly known as Routemaster Capital Inc. and changed its name to DeFi Technologies Inc. in February 2021. DeFi Technologies Inc. is headquartered in Toronto, Canada.",CAD,Financials,Diversified Financials,Capital Markets,NEO,NEOE,Aequitas NEO Exchange (Lit Book),Canada,ON,Toronto,M5H 2M5,http://defi.tech,Micro Cap,,,,BBG000C03J19,BBG001SC80T0,False
ELYS.NE,"Elys Game Technology, Corp.","Elys Game Technology, Corp. provides online and land-based gaming services in Europe and North America. It offers leisure betting products, including lottery, casino gaming, sports betting, online casino games, poker, bingo, virtual sports betting, and horse racing, as well as skilled and interactive games and slots; and operates betting platform software services for leisure betting establishments. The company provides its products through physical, land-based retail locations; website, newgioco.it or commercial webskins linked to its website; and mobile devices under under the Newgioco brand name, as well as under the trade names of NewAleabet, OriginalBet, LovingBet, and Elys. It serves 100,000 online user accounts through 1,000 Web cafÃ©s, 7 corners, and 113 agency/ data transmission center locations. The company was formerly known as Newgioco Group, Inc. and changed its name to Elys Game Technology, Corp. in November 2020. Elys Game Technology, Corp. was incorporated in 1998 and is headquartered in Toronto, Canada.",CAD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NEO,NEOE,Aequitas NEO Exchange (Lit Book),Canada,ON,Toronto,M5H 2K4,http://elysgame.com,Micro Cap,,,,,,False
ETHC.NE,Ether Capital Corporation,"Ether Capital Corporation, a technology company, through its subsidiaries, provides access and exposure to the Ethereum and Web 3 ecosystem to public market investors. It also operates cryptocurrency exchange and technology platform. The company was formerly known as Movit Media Corp. Ether Capital Corporation was founded in 2009 and is headquartered in Toronto, Canada.",CAD,Information Technology,Software & Services,Software,NEO,NEOE,Aequitas NEO Exchange (Lit Book),Canada,ON,Toronto,M5H 3P5,http://www.ethcap.co,Micro Cap,CA29764T1012,29764T101,BBG0086KJZJ3,BBG000QHBBC3,BBG001T71HK9,False
FCS-UN.NE,FAIRCOURT SPLIT TRUST - UNITS,FAIRCOURT SPLIT TRUST - UNITS is a Canadian investment fund that aims to provide holders of units with fixed cumulative preferential monthly cash distributions and to return the original issue price to unitholders on the termination date. The trust invests primarily in a portfolio of dividend-paying common shares of Canadian corporations. It is managed by Faircourt Asset Management Inc.,CAD,Financials,Diversified Financials,,NEO,NEOE,Aequitas NEO Exchange (Lit Book),,,,,,,,,,,,False
FGX.NE,Faircourt Gold Income Corp.,"Faircourt Gold Income Corp. is a closed-ended equity mutual fund launched and managed by Faircourt Asset Management Inc. It invests in the public equity markets of Canada. The fund seeks to invest in stocks of companies operating in the precious metals sector, with an emphasis on companies involved in gold mining and exploration. It primarily invests in stocks of senior and intermediate gold producers that are part of the S&P/TSX Global Gold Index. The fund benchmarks the performance of its portfolio against S&P/TSX Global Gold Index. Faircourt Gold Income Corp. was formed on November 16, 2007 and is domiciled in Canada.",CAD,Financials,Diversified Financials,,NEO,NEOE,Aequitas NEO Exchange (Lit Book),Canada,ON,Toronto,M5H 1T1,http://faircourtassetmgt.com/products/closed-end-funds/faircourt-gold-income-corp/,Nano Cap,,,,BBG000TT3G50,BBG001T0HYB0,False
GRAM-U.NE,TPCO Holding Corp.,"TPCO Holding Corp., cultivates, manufactures, distributes, and retails cannabis in California. The company offers approximately 17 owned and licensed brands offering 250 SKUs across various factors, such as whole flower, pre-rolls, infused pre-rolls, vaporizer cartridges, concentrates, gummies, chocolate, beverages, capsules, tinctures, lozenges, topicals, and body care products. It also offers its products through Caliva.com, a direct-to-consumer e-commerce platform. The company was formerly known as Subversive Capital Acquisition Corp. and changed its name to TPCO Holding Corp. in January 2021. TPCO Holding Corp. was incorporated in 2019 and is based in San Jose, California.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,NEO,NEOE,Aequitas NEO Exchange (Lit Book),United States,CA,San Jose,95125,http://www.theparent.co,,,,,,,False
GSW.NE,GetSwift Technologies Limited,"Getswift Technologies Limited operates as a technology and services company. The company provides a suite of software, products, and services that are focused on business and logistics and automation, data management and analysis, communications, information security, and infrastructure optimization; and ecommerce and marketplace ordering, workforce management, data analytics and augmentation, business intelligence, route optimization, cash management, task management shift management, asset track, real-time alerts, cloud communications, and communications infrastructure services and products through consulting, design, construction, and maintenance. It serves public and private sector clients across various industries and jurisdictions for their respective logistics, communications, information security, and infrastructure projects and operations in Australia, the United States, and internationally. The company was founded in 2013 and is headquartered in New York, New York.",CAD,Information Technology,Software & Services,Software,NEO,NEOE,Aequitas NEO Exchange (Lit Book),United States,NY,New York,10036,http://www.getswift.co,,,,,,,False
HALO.NE,Halo Collective Inc.,"Halo Collective Inc. operates as a cannabis cultivation, manufacturing, and distribution company that grows, extracts, and processes cannabis flower, oils, and concentrates in the United States. The company also offers edible products, including single piece chews and a syrup-based drink in California and, Oregon. In addition, it markets branded and private label products. The company sells its cannabis products principally to dispensaries under Hush, Mojave, and Exhale brands. It serves licensed retailers and wholesalers. Halo Collective Inc. has a strategic partnership with High Tide Inc; and with OG DNA Genetics Inc to develop genetics in Oregon. The company was formerly known as Halo Labs Inc. and changed its name to Halo Collective Inc. in January 2021. Halo Collective Inc. was founded in 2016 and is based in Toronto, Canada.",CAD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,NEO,NEOE,Aequitas NEO Exchange (Lit Book),Canada,ON,Toronto,M5H 2M5,http://www.haloco.com,Micro Cap,CA40638K7050,40638K705,BBG0086K5PR1,BBG000BYQ2C6,BBG001SB49B6,False
MCCN.NE,Medcolcanna Organics Inc.,"Medcolcanna Organics Inc. is a Canadian-based company focused on the cultivation, processing, and distribution of cannabis and hemp products for medicinal and industrial purposes. They operate in Colombia and other regions, aiming to supply high-quality cannabis extracts and finished products to global markets. The company's headquarters are located in Toronto, Canada.",CAD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",,NEO,NEOE,Aequitas NEO Exchange (Lit Book),,,,,,Nano Cap,,,,,,False
