symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
A.V,Armor Minerals Inc.,"Armor Minerals Inc. engages in the acquisition and exploration of mineral properties primarily in Canada. The company was formerly known as Rio Cristal Resources Corporation and changed its name to Armor Minerals Inc. in May 2015. Armor Minerals Inc. was incorporated in 2006 and is headquartered in Vancouver, Canada.",CAD,Materials,Materials,Metals & Mining,VAN,XTSX,TSX Venture Exchange,Canada,BC,Vancouver,V6C 3E1,http://www.armorminerals.com,Nano Cap,,00846U101,,,,False
AAC-P.V,Anacott Acquisition Corporation,"Anacott Acquisition Corporation focuses on the identification and evaluation of assets or businesses with a view to completing a qualifying transaction. It primarily intends to pursue a qualifying transaction in the mining, technology, or industrial sectors. The company was incorporated in 2020 and is headquartered in Winnipeg, Canada.",CAD,Financials,Diversified Financials,Diversified Financial Services,VAN,XTSX,TSX Venture Exchange,Canada,MB,Winnipeg,R3C 4T3,,Nano Cap,,,,,,False
AAG.V,Aftermath Silver Ltd.,"Aftermath Silver Ltd., a junior exploration company, acquires, explores, and develops mineral properties. It holds interest in the Cachinal De La Sierra silver-gold project and Challacollo silver-gold project located in Chile; and Berenguela silver-copper project located in Puno, Peru. The company was formerly known as Full Metal Zinc Ltd. and changed its name to Aftermath Silver Ltd. in April 2014. Aftermath Silver Ltd. was incorporated in 2011 and is headquartered in Vancouver, Canada.",CAD,Materials,Materials,Metals & Mining,VAN,XTSX,TSX Venture Exchange,Canada,BC,Vancouver,V6C 1T2,http://aftermathsilver.com,Micro Cap,CA00831V2057,00831V205,BBG001WL6C11,BBG001M2GWD6,BBG001V0ZJL9,False
AAJC.P.V,Aaj Capital 2 Corp,,,,,,VAN,XTSX,TSX Venture Exchange,,,,,,,,,,,,False
AAN.V,Aton Resources Inc.,"Aton Resources Inc., a mineral exploration company, explores for and develops mineral properties in the Arab Republic of Egypt. The company primarily explores for gold, silver, copper, and zinc deposits. It holds a 100% interest in the Abu Marawat concession covering an area of approximately 447.7 square kilometers located in Arabian-Nubian Shield, Egypt. The company was formerly known as Alexander Nubia International Inc. and changed its name to Aton Resources Inc. in June 2016. Aton Resources Inc. is based in Vancouver, Canada.",CAD,Materials,Materials,Metals & Mining,VAN,XTSX,TSX Venture Exchange,Canada,BC,Vancouver,V6C 2X8,http://www.atonresources.com,Nano Cap,,,BBG000DWL7K3,BBG000DWL5Y2,BBG001T20R10,False
AAT.V,ATI Airtest Technologies Inc.,"ATI Airtest Technologies Inc. manufactures and sells air testing equipment and related services in Canada and the United States. It offers sensor products, such as infrared gas sensors for carbon dioxide based ventilation control in buildings; humidity and moisture control that prevent mold problems, improve comfort, and ensure optimal conditions in commercial and industrial environments; gas sensors to control ventilation in parking facilities and other enclosed spaces; heated-thin-film air velocity transmitters and switches to monitor airflow or validate equipment operation; refrigerant gas sensors that identify leaks in air conditioning and refrigeration equipment; and gas sensors for health and safety applications. The company also provides WiFi and EnOcean transmitters; carbon dioxide demand controlled ventilation; HVAC dew point; portables/data logging monitoring; agriculture transmitters; sensor components; industrial dew point, humidity, and temperature measurement; products to measure the temperature of the oil and the moisture content in oil; and calibration services. ATI Airtest Technologies Inc. was incorporated in 1996 and is headquartered in Delta, Canada.",CAD,Industrials,Capital Goods,Machinery,VAN,XTSX,TSX Venture Exchange,Canada,BC,Delta,V3M 6J8,http://www.airtest.com,Nano Cap,,,,,,True
AAU.V,Angold Resources Ltd.,"ZTR Acquisition Corp., a junior exploration company, engages in the acquisition, exploration, and development of mineral properties in Canada. It holds 100% interest in the SouthBay Uchi, Dorado, and Cordillera projects, as well as certain claims in the Iron Butte project. ZTR Acquisition Corp. is headquartered in Vancouver, Canada.",CAD,Materials,Materials,Metals & Mining,VAN,XTSX,TSX Venture Exchange,Canada,BC,Vancouver,V6E 2Y3,http://www.angoldresources.com,Nano Cap,CA03519P1027,03519P102,BBG000BNFHS2,BBG000BNFGF8,BBG001SF6B93,True
AAX.V,Advance Gold Corp.,"Advance Gold Corp., an exploration stage company, explores for and evaluates mineral properties in Canada, Kenya, and Mexico. It holds 100% interests in the Tabasquena silver mine and the Venaditas project located in Zacatecas, Mexico; and a 13.23% interest in the Kakamega advanced gold project located in Kenya, East Africa. The company was formerly known as Africa West Minerals Corp. and changed its name to Advance Gold Corp. in May 2010. Advance Gold Corp. was incorporated in 2004 and is headquartered in Kamloops, Canada.",CAD,Materials,Materials,Metals & Mining,VAN,XTSX,TSX Venture Exchange,Canada,BC,Kamloops,V2B 3P7,http://www.advancegold.ca,Nano Cap,,,,,,False
AAZ.V,Azincourt Energy Corp.,"Azincourt Energy Corp., an exploration and development company, focuses on the alternative fuels/alternative energy sector in Canada and Peru. It explores for uranium and lithium deposits, as well as other clean energy elements. The company has an option to acquire a 70% interest in the East Preston project located in Saskatchewan; and 100% interest in the ELC project located in Peru. The company was formerly known as Azincourt Uranium Inc. and changed its name to Azincourt Energy Corp. in October 2017. Azincourt Energy Corp. was incorporated in 2011 and is headquartered in Vancouver, Canada.",CAD,Materials,Materials,Metals & Mining,VAN,XTSX,TSX Venture Exchange,Canada,BC,Vancouver,V6C 2V6,http://www.azincourtenergy.com,Nano Cap,CA05478T2074,05478T207,BBG002CR9JV7,BBG002CR9JR2,BBG002CR9KC5,False
ABI.V,Abcourt Mines Inc.,"Abcourt Mines Inc. engages in the acquisition, exploration, evaluation, and exploitation of gold mining properties in Canada. It also explores for silver, copper, and zinc ores, as well as diamond deposits. The company holds a 100% interest in the Elder Mine and Tagami Property located near Rouyn-Noranda; the Abcourt-Barvue and Vendome silver-zinc projects located at Barraute; Aldermac property located near Rouyn-Noranda; and the Jonpol property located near Amos, Quebec. It also holds a 100% interest in the Sleeping Giant mine located in Abitibi; and the Discovery-Flordin gold project located in the north-west of Lebel-sur-QuÃ©villon, Quebec. Abcourt Mines Inc. was incorporated in 1971 and is headquartered in Rouyn-Noranda, Canada.",CAD,Materials,Materials,Metals & Mining,VAN,XTSX,TSX Venture Exchange,Canada,QC,Rouyn-Noranda,J0Z 1Y1,http://www.abcourt.com,Nano Cap,,,,,,False
