symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
AMG1L.VS,AB Amber Grid,"AB Amber Grid operates as a natural gas transmission system company in the Republic of Lithuania. The company is involved in the transmission of natural gas through high pressure pipelines to system users. It also operates, maintains, and develops natural gas transmission system that includes gas transmission pipelines, gas compressor stations, gas metering and distribution stations, and cathodic protection installations, as well as data transmission and telecommunications systems. The company's natural gas transmission system consists of 2,115 km of gas transmission pipelines, 65 gas distribution stations, 3 gas metering stations, and 2 gas compressor stations. It serves companies operating in the sectors of electricity, district heating, and industry; and medium-sized local businesses, as well as natural gas suppliers receiving natural gas transmission services. The company was founded in 2013 and is based in Vilnius, the Republic of Lithuania. AB Amber Grid is a subsidiary of UAB EPSO-G.",EUR,Energy,Energy,"Oil, Gas & Consumable Fuels",LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,3116,http://www.ambergrid.lt,Micro Cap,,,BBG004XLTXD0,BBG004TDDCG3,BBG004TDDCH2,False
APG1L.VS,APB Apranga,"APB Apranga, together with its subsidiaries, engages in the retail trade of apparel in the Baltic States. It operates a chain of 186 stores in Lithuania, Latvia, and Estonia. The company was founded in 1945 and is based in Vilnius, Lithuania. APB Apranga is a subsidiary of UAB MG Baltic investment.",EUR,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,14311,http://aprangagroup.lt,Micro Cap,,,,,,False
AUG1L.VS,Auga Group AB,"Auga Group AB, together with its subsidiaries, operates an organic food production company in Lithuania. It operates through Crop-Growing, Mushroom Growing, Dairy, and End-Consumer Packaged Goods segments. The company is involved in the mushroom growing; organic milk production, and cattle raising and sale activities; and growing of various crops such as organic wheat, legumes, rapeseed, sugar beets, oat, and barley as well as other crops, including grasses and corn for feed. It also offers ready-to-eat soups, preserved mushrooms, packaged vegetables, bottled milk, milk-shakes, eggs, poultry, flour, and other products. The company provides human resource management, trade and logistics, IT system development, machinery leasing, land rental, and agricultural services. The company manages approximately 39,000 hectares of organically certified arable land, as well as uses proprietary and contracted manufacturing to produce a range of organic food products for the end consumer, as well as organic commodities purchasers. It also exports its products to Scandinavian and Baltic countries, Poland, Germany, and France, as well as in the United States, the United Arab Emirates, and Japan. The company was founded in 2003 and is headquartered in Vilnius, Lithuania. Auga Group AB is a subsidiary of Baltic Champs Group, UAB.",EUR,Consumer Staples,Household & Personal Products,Household Products,LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,8130,http://www.auga.lt,Micro Cap,,,BBG000V78KJ6,BBG000V78K79,BBG001T1C1K5,False
GRG1L.VS,Grigeo AB,"Grigeo AB produces and sells toilet papers, paper towels, paper napkins, corrugated cardboards, hardboards, and products from corrugated cardboards in Lithuania. The company operates through three segments: Paper and Paper Products; Wood Fibre Boards and Wood Processing; and Raw Material for Corrugated Cardboard and Related Production. It is also involved in the manufacture of raw materials for the production of corrugated cardboards; honeycomb cardboard paper and filler for use in the furniture, automotive, and construction industries, as well as for the manufacture of doors, wall panels, exhibition stands, and trays; and second-hand paper collection and preparation for recycling. In addition, the company engages in the building construction and real estate development activities. It also exports its products to Poland, Sweden, the United Kingdom, Finland, and internationally. The company was formerly known as Grigeo GrigiÂkes AB and changed its name to Grigeo AB in April 2017. Grigeo AB was founded in 1823 and is based in Vilnius, Lithuania.",EUR,Materials,Materials,Paper & Forest Products,LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,27101,http://www.grigeo.lt,Micro Cap,,,BBG000C014H7,BBG000C01496,BBG001SBCLB0,False
IGN1L.VS,AB Ignitis grupe,"AB Ignitis grupe generates, distributes, trades, and supplies electricity and heat. It also produces renewable electricity; supplies liquefied natural gas via terminal; trades and distributes natural gas; and constructs, repairs, maintains electricity networks and related equipment, as well as connects customers to electricity networks. In addition, the company provides information technology, telecommunications, and other services; public procurement, accounting, and legal personnel administration services; and payment collection services. Further, it operates wind power plants; and produces metal structures, as well as involved in the rental, leasing, repairing, and maintenance services for vehicles. AB Ignitis grupe was incorporated in 2008 and is headquartered in Vilnius, Lithuania.",EUR,Utilities,Utilities,Multi-Utilities,LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,9310,http://ignitisgrupe.lt,Small Cap,,,BBG00XGC4DR1,BBG00324LBQ6,BBG00324LBR5,False
INC1L.VS,UTIB INVL Technology,"UTIB INVL Technology is a principal investment firm. The firm primarily invests as a cluster of IT businesses with a focus in three areas, such as business climate improvement and e-governance, IT services and software, and cyber security. The firm typically invests in Northern and Eastern Europe, countries of Sub-Saharan Africa and South and Southeast Asia. The company was formerly known as BAIP Grupe AB. UTIB INVL Technology was founded in 2015 and is based in Vilnius, Lithuania.",EUR,Financials,Diversified Financials,Capital Markets,LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,1109,http://www.invltechnology.lt,Nano Cap,,,,,,False
INL1L.VS,"INVL Baltic Farmland, AB","INVL Baltic Farmland, AB, together with its subsidiaries, invests in and leases agricultural land for farmers and agricultural companies in Lithuania. It owns 465 land plots covering the land area of approximately 2988.14 hectares. The company is also involved in the financing activity. INVL Baltic Farmland, AB was incorporated in 2014 and is based in Vilnius, Lithuania.",EUR,Real Estate,Real Estate,Real Estate Management & Development,LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,1109,http://invlbalticfarmland.com/lit/lt,Nano Cap,,,BBG006LDXZT9,BBG006LDXZS0,BBG006LDXZR1,False
INR1L.VS,Special Closed-Ended Type Real Estate Investment Company INVL BALTIC REAL ESTATE,"Public Joint - Stock Company INVL Baltic Real Estate is a real estate investment firm based in Vilnius, Lithuania. Public Joint - Stock Company INVL Baltic Real Estate operates independently of Invalda LT, AB as of April 29, 2014.",EUR,Real Estate,Real Estate,Real Estate Management & Development,LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,1109,http://bre.invl.com,Nano Cap,,,,,,False
IVL1L.VS,"Invalda INVL, AB","Invalda INVL, AB is a private equity firm specializing in investments in small and middle-market privately-held companies, industry consolidation, growth capital, acquisitions and buyouts in undervalued assets. The firm is industry agnostic and open to all sectors. It seeks to invest in Lithuania, Latvia, European Union, mainly in Western Europe and internationally. It seeks to exercise control or significant influence over target businesses. The firm prefers to exit its investment when the portfolio company has a liquidity event, such as a sale, recapitalization or listing in the stock exchange. Invalda INVL, AB was formerly known as Invalda LT. Invalda INVL, AB was founded in 1991 and is based in Vilnius, Lithuania.",EUR,Financials,Diversified Financials,Capital Markets,LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Vilnius,LT01109,http://www.invaldainvl.com,Micro Cap,,,BBG000BYYHT6,BBG000BYYH43,BBG001SBKV74,False
KNF1L.VS,AB Klaipedos nafta,"AB Klaipedos nafta engages in oil terminal, oil products transshipment, and other related activities primarily in Lithuania. It operates through LNGT, OT, and comLNG segments. The company also operates liquefied natural gas terminals. It transships oil products, including diesel fuel of various types, gasoline of various types, jet fuel, fuel oil of various types, technological fuel, vacuum gas oil, and crude oil products, as well as other products, such as ethanol, nonethylene glycol, and fatty acid methyl ester; reloads crude oil and oil products into trucks; and accumulates and stores crude oil and oil products. The company also engages in the collection of wastewaters from sea vessels; mooring; inspection of parameters of oil products; blending of heavy and light oil products; and supply of fuel and water to vessels. In addition, it stores and handles oil products; and adds bio-additives and marks substances to oil products. The company was founded in 1857 and is based in Klaipeda, Lithuania.",EUR,Energy,Energy,"Oil, Gas & Consumable Fuels",LIT,XLIT,NASDAQ OMX Vilnius,Lithuania,,Klaipeda,92276,http://www.kn.lt,Micro Cap,,,,,,False
