symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
AAM.SW,Anglo American plc,"Anglo American plc operates as a mining company worldwide. The company explores for rough and polished diamonds, copper, platinum group metals, metallurgical and thermal coal, and iron; and nickel, polyhalite, and manganese ores, as well as alloys. Anglo American plc was founded in 1917 and is headquartered in London, the United Kingdom.",CHF,Materials,Materials,Metals & Mining,EBS,XSWX,BX Worldcaps,United Kingdom,,London,EC1N 6RA,http://www.angloamerican.com,Large Cap,,,BBG000BBLDZ2,BBG000BBLDF4,BBG001S5Z1X8,False
ABBN.SW,ABB Ltd,"ABB Ltd manufactures and sells electrification, industrial automation, and robotics and motion products for customers in utilities, industry and transport, and infrastructure worldwide. Its Electrification segment provides electric vehicle charging infrastructure, renewable power solutions, modular substation packages, distribution automation products, switchboard and panel boards, switchgears, UPS solutions, circuit breakers, measuring and sensing devices, control products, wiring accessories, enclosures and cabling systems, and intelligent home and building solutions for integrating and automating lighting, heating, ventilation, security, and data communication networks. The company's Robotics & Discrete Automation segments provides industrial robots, software, robotic solutions and systems, field services, spare parts, and digital services. This segment also offers solutions based on its programmable logic controllers, industrial PCs, servo motion, transport systems, and machine vision. Its Industrial Automation segment develops and sells industry-specific, integrated automation, and electrification systems and solutions, as well as digital solutions, lifecycle services, and artificial intelligence applications for the process and hybrid industries. This segment also offers process and discrete control technologies, advanced process control software and manufacturing execution systems, sensing, measurement, analytical instrumentation, electric ship propulsion systems, and large turbochargers, as well as remote monitoring, preventive maintenance, asset performance management, and cybersecurity services. The company's Motion segment manufactures and sells drives, motors, generators, traction converters, and mechanical power transmission products. ABB Ltd has a strategic collaboration with IBM. ABB Ltd was founded in 1883 and is headquartered in Zurich, Switzerland.",CHF,Industrials,Capital Goods,Electrical Equipment,EBS,XSWX,BX Worldcaps,Switzerland,,Zurich,8050,http://www.global.abb/group/,Large Cap,CH0012221716,,BBG0089X2VF3,BBG000DM2M32,BBG001SCX147,False
ABBNE.SW,ABB Ltd,"ABB Ltd manufactures and sells electrification, industrial automation, and robotics and motion products for customers in utilities, industry and transport, and infrastructure worldwide. Its Electrification segment provides electric vehicle charging infrastructure, renewable power solutions, modular substation packages, distribution automation products, switchboard and panel boards, switchgears, UPS solutions, circuit breakers, measuring and sensing devices, control products, wiring accessories, enclosures and cabling systems, and intelligent home and building solutions for integrating and automating lighting, heating, ventilation, security, and data communication networks. The company's Robotics & Discrete Automation segments provides industrial robots, software, robotic solutions and systems, field services, spare parts, and digital services. This segment also offers solutions based on its programmable logic controllers, industrial PCs, servo motion, transport systems, and machine vision. Its Industrial Automation segment develops and sells industry-specific, integrated automation, and electrification systems and solutions, as well as digital solutions, lifecycle services, and artificial intelligence applications for the process and hybrid industries. This segment also offers process and discrete control technologies, advanced process control software and manufacturing execution systems, sensing, measurement, analytical instrumentation, electric ship propulsion systems, and large turbochargers, as well as remote monitoring, preventive maintenance, asset performance management, and cybersecurity services. The company's Motion segment manufactures and sells drives, motors, generators, traction converters, and mechanical power transmission products. ABB Ltd has a strategic collaboration with IBM. ABB Ltd was founded in 1883 and is headquartered in Zurich, Switzerland.",CHF,Industrials,Capital Goods,Electrical Equipment,EBS,XSWX,BX Worldcaps,Switzerland,,Zurich,8050,http://www.global.abb/group/,Large Cap,CH0012221716,,BBG00HCY4J44,BBG000DM2M32,BBG001SCX147,False
ABT.SW,Abbott Laboratories,"Abbott Laboratories discovers, develops, manufactures, and sells health care products worldwide. It operates in four segments: Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices. The Established Pharmaceutical Products segment provides generic pharmaceuticals for the treatment of pancreatic exocrine insufficiency, irritable bowel syndrome or biliary spasm, intrahepatic cholestasis or depressive symptoms, gynecological disorder, hormone replacement therapy, dyslipidemia, hypertension, hypothyroidism, MÃ©niÃ¨re's disease and vestibular vertigo, pain, fever, inflammation, and migraine, as well as provides anti-infective clarithromycin, influenza vaccine, and products to regulate physiological rhythm of the colon. The Diagnostic Products segment offers laboratory systems in the areas of immunoassay, clinical chemistry, hematology, and transfusion; molecular diagnostics systems that automate the extraction, purification, and preparation of DNA and RNA from patient samples, as well as detect and measure infectious agents; point of care systems; cartridges for testing blood; rapid diagnostics lateral flow testing products; molecular point-of-care testing for HIV, SARS-CoV-2, influenza A and B, RSV, and strep A; cardiometabolic test systems; drug and alcohol test, and remote patient monitoring and consumer self-test systems; and informatics and automation solutions for use in laboratories. The Nutritional Products segment provides pediatric and adult nutritional products. The Medical Devices segment offers rhythm management, electrophysiology, heart failure, vascular, and structural heart devices for the treatment of cardiovascular diseases; and diabetes care products, as well as neuromodulation devices for the management of chronic pain and movement disorders. The company was founded in 1888 and is based in North Chicago, Illinois.",CHF,Health Care,Health Care Equipment & Services,Health Care Technology,EBS,XSWX,BX Worldcaps,United States,IL,North Chicago,60064-6400,http://www.abbott.com,Mega Cap,US0028241000,002824100,BBG006M6Y1D4,BBG000BN5WF4,BBG001S5N9M6,False
ACHI.SW,Achiko AG,"Achiko AG operates as a platform company in Indonesia and Switzerland. It owns and operates technologies that enable consumers to pay, offers consumers things to do, and provides reasons to stay through a range of engaging social features. It focuses on delivering services across a range of industry verticals, such as game payments, buy now/pay later, ecommerce services, and others directly and indirectly. The company was founded in 2018 and is based in ZÃ¼rich, Switzerland.",CHF,Information Technology,Software & Services,IT Services,EBS,XSWX,BX Worldcaps,Switzerland,,Zurich,8002,http://www.achiko.com,Nano Cap,,,,,,False
ADEN.SW,Adecco Group AG,"Adecco Group AG, together with its subsidiaries, provides human resource services to businesses and organizations worldwide. It offers temporary staffing, permanent placement, and career transition services; technical experts for project-related work; managed service programs; recruitment process outsourcing; training, upskilling, and reskilling services; technology and digital-engineering consulting; and talent development services under the Adecco, LHH, General Assembly, Spring, Badenoch + Clark, Adia, Vettery, Spring Professional, Modis, and Pontoon brands. As of December 31, 2020, it operated approximately 4,800 branches in 60 countries and territories. The company was formerly known as Adecco S.A. Adecco Group AG was founded in 1957 and is based in Zurich, Switzerland.",CHF,Industrials,Commercial & Professional Services,Professional Services,EBS,XSWX,BX Worldcaps,Switzerland,,Zurich,8008,http://www.adeccogroup.com,Large Cap,US0067542045,006754204,BBG0089CQMX3,BBG000BSK6S9,BBG001S976F0,False
ADENE.SW,Adecco Group AG,"Adecco Group AG, together with its subsidiaries, provides human resource services to businesses and organizations worldwide. It offers temporary staffing, permanent placement, and career transition services; technical experts for project-related work; managed service programs; recruitment process outsourcing; training, upskilling, and reskilling services; technology and digital-engineering consulting; and talent development services under the Adecco, LHH, General Assembly, Spring, Badenoch + Clark, Adia, Vettery, Spring Professional, Modis, and Pontoon brands. As of December 31, 2020, it operated approximately 4,800 branches in 60 countries and territories. The company was formerly known as Adecco S.A. Adecco Group AG was founded in 1957 and is based in Zurich, Switzerland.",CHF,Industrials,Commercial & Professional Services,Professional Services,EBS,XSWX,BX Worldcaps,Switzerland,,Zurich,8008,http://www.adeccogroup.com,Large Cap,US0067542045,006754204,,,,False
ADVN.SW,Adval Tech Holding AG,"Adval Tech Holding AG manufactures metal components and subassemblies, and plastic components worldwide. The company offers stamped and formed series parts and subassemblies for the automotive industry, which include rotationally symmetrical parts, such as components for airbags, ABS braking systems, and fuel injection systems; steering system subassemblies, roof rack systems, and decor parts; structural components and composite components from metal and plastic elements comprising door sill plates; lighting systems; and fuel management systems. It supplies plastic components to automotive manufacturers, including air-water separation systems, airflow elements, air guidance systems, and seatbelt buckles, as well as produces plastic parts, assemblies, and systems for the household appliance and the medical device field. The company was formerly known as Styner+Bienz AG and changed its name to Adval Tech Holding AG in 1997. Adval Tech Holding AG was founded in 1924 and is headquartered in Niederwangen, Switzerland.",CHF,Industrials,Capital Goods,Building Products,EBS,XSWX,BX Worldcaps,Switzerland,,Niederwangen,3172,http://www.advaltech.com,Micro Cap,,,,,,False
ADXN.SW,Addex Therapeutics Ltd,"Addex Therapeutics Ltd, a development-stage biopharmaceutical company, discovers, develops, and commercializes small-molecule pharmaceutical products for central nervous system (CNS) disorders in Switzerland. The company focuses on the discovery of oral small molecule allosteric modulators of G-protein coupled receptors. Its lead programs include Dipraglurant for the treatment of Parkinson's disease levodopa-induced dyskinesia, and dystonia; ADX71149 for epilepsy and undisclosed CNS disorders; and GABAB PAM for addiction. It has license and collaboration agreement with Janssen Pharmaceuticals Inc. to develop mGluR2PAM compounds for the treatment of human health. The company was formerly known as Addex Pharmaceuticals Ltd and changed its name to Addex Therapeutics Ltd in March 2012. Addex Therapeutics Ltd was founded in 2002 and is headquartered in Geneva, Switzerland.",CHF,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,EBS,XSWX,BX Worldcaps,Switzerland,,Geneva,1202,http://www.addextherapeutics.com,Micro Cap,CH0029850754,,BBG006M6ZCZ5,BBG000LHBC72,BBG001SK0HM0,False
AEVS.SW,Aevis Victoria SA,"Aevis Victoria SA engages in healthcare, hospitality, lifestyle, and infrastructure sectors in Switzerland. The company operates through Hospitals, Hospitality, Telemedicine, and Real Estate segments. It operates 22 hospitals with 1,496 beds; manages 9 luxury hotels with a total of 940 rooms and 306 suites; and a portfolio of 39 healthcare related real estate properties with a total rentable surface of 182,207 sqm, as well as 18 hotel related real estate properties with a total surface of 100,913 sqm. The company also provides telemedicine, and ambulance and day clinic services. In addition, it engages in the patient hotel, better aging, radiology institute, pharmacy, ophthalmology, real estate management, stem cells, cosmetics, and publishing businesses, as well as organizes seminars. The company was formerly known as AEVIS Holding SA and changed its name to Aevis Victoria SA in June 2015. The company is headquartered in Fribourg, Switzerland. Aevis Victoria SA is a subsidiary of M.R.S.I. Medical Research, Services and Investments S.A.",CHF,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,EBS,XSWX,BX Worldcaps,Switzerland,,Fribourg,1700,http://www.aevis.com,Small Cap,,,BBG000BYJK34,BBG000BYJJH2,BBG001SCYNN7,False
AFP.SW,Aluflexpack AG,"Aluflexpack AG provides flexible packaging products and solutions. It offers aluminum containers and lids; films and foils; lacquer foils; lids; pouches; and printed aluminum foils. The company offers its products for coffee and tea, confectionary, dairy, other food, non-food, pet food, and pharmaceuticals industries. It operates in Switzerland, Croatia, Germany, Italy, Poland, Liechtenstein, Denmark, the Czech Republic, France, Austria, the Netherlands, Turkey, Russia, the United States, China, Africa, Australia, New Zealand, rest of Europe, and rest of Asia. The company was founded in 1987 and is headquartered in Reinach, Switzerland. Aluflexpack AG is a subsidiary of Montana Tech Components AG.",CHF,Consumer Discretionary,Retailing,Distributors,EBS,XSWX,BX Worldcaps,Switzerland,,Reinach,5734,http://www.aluflexpack.com,Small Cap,,,,,,False
AIRE.SW,Airesis SA,"Airesis SA is a private equity and venture capital firm specializing in early, mid, and late venture, emerging growth, growth capital, turnaround, buyouts, and pre-IPO transactions. It seeks to invest in small and mid-sized companies. It prefers to invest in sports brands. The firm also makes investments in real estate and brands sectors. In development division investments, the firm seeks to take a board seat in its portfolio companies. It typically makes an investment of $3 million and holds its investment for three years to seven years in its portfolio companies. Within finance division, the firm considers to invest up to $0.7 million in approximately 15 to 20 companies per year, with an exit foreseen between one year and two years. It prefers to be majority shareholder and takes a controlling interest in its portfolio companies. It makes balance sheet investments. The firm was previously known as HPI Holding SA. Airesis SA was founded in 2004 and is based in Clarens, Switzerland with an additional office at Nyon, Switzerland.",CHF,Financials,Diversified Financials,Capital Markets,EBS,XSWX,BX Worldcaps,Switzerland,,Clarens,1815,http://www.airesis.com,Micro Cap,,,,,,False
ALC.SW,Alcon AG,"Alcon, Inc., an eye care company, researches, develops, manufactures, distributes, and sells eye care products for eye care professionals and their patients worldwide. The company's Surgical segment offers equipment, instrumentation and diagnostics, intraocular lenses (IOLs), and other implantables; and consumables, including viscoelastics, surgical solutions, incisional instruments, surgical custom packs, and other products for use in surgical procedures. Its cataract products include centurion vision system, LenSx femtosecond laser, LuxOR surgical ophthalmic microscope, NGENUITY 3D visualization system, and ORA system for intra-operative measurements; custom pak surgical procedure packs; vitreoretinal products comprising constellation vision systems, procedure packs, lasers and hand-held microsurgical instruments, and grieshaber and MIVS instruments, as well as scissors, forceps and micro-instruments, medical grade vitreous tamponades, and Hypervit vitrectomy probes; refractive surgery products, including WaveLight lasers and Contoura Vision used for LASIK treatment; and EX-PRESS glaucoma filtration device; and implantables products, including AcrySof IQ IOLs products include monofocal IOLs and advanced technology IOLs under PanOptix and ReSTOR brands for the correction of presbyopia and astigmatism at the time of cataract surgery. Its Vision Care segment provides daily disposable, reusable, and color-enhancing contact lenses; ocular health products, including devices and over-the-counter products for dry eye, over-the-counter products for contact lens care, and ocular allergies; and ocular vitamins and redness relievers under the TOTAL, PRECISION, DAILIES AquaComfort PLUS, Air Optix, Opti-Free, Clear Care, Tears Naturale, Genteal, ICAPS, and Vitalux brands. The company was formerly known as Alcon Universal S.A. and changed the name to Alcon, Inc. in December 2001. Alcon, Inc. was founded in 1945 and is headquartered in Geneva, Switzerland.",CHF,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,EBS,XSWX,BX Worldcaps,Switzerland,,Geneva,,http://www.alcon.com,Large Cap,CH0432492467,,BBG00NPWGYL6,BBG00NPWGYJ9,BBG00NPWGYR0,False
ALLN.SW,Allreal Holding AG,"Allreal Holding AG, through its subsidiaries, operates as a real estate company in Switzerland. It operates through two divisions, Real Estate and Projects & Development. The Real Estate division invests in residential and commercial properties. This division also provides various real estate services, such as portfolio management, and real estate and building management. The Projects & Development division provides project development, real estate consultancy, and contract administration services. This division engages in the development, realization, purchase, and sale of real estate. Allreal Holding AG was founded in 1999 and is based in Baar, Switzerland.",CHF,Real Estate,Real Estate,Real Estate Management & Development,EBS,XSWX,BX Worldcaps,Switzerland,,Baar,6340,http://www.allreal.ch,Mid Cap,,,,,,False
ALPN.SW,Alpine Select AG,"Alpine Select AG is a publicly owned hedge fund manager. It provides its services to institutional and individual investors. It invests in the public equity markets across the globe. It invests in diversified alternative investment portfolios. The firm employs discount-, risk- arbitrage, tactical exploitation strategies. Alpine Select AG was founded in September 1997 and is based in Zug, Switzerland.",CHF,Financials,Diversified Financials,Capital Markets,EBS,XSWX,BX Worldcaps,Switzerland,,Zug,6300,http://www.alpine-select.ch,Micro Cap,US02083G1004,02083G100,,,BBG001V0G8Y0,False
ALSN.SW,ALSO Holding AG,"ALSO Holding AG operates as a service provider for the ICT industry. The company offers various ICT product categories of hardware, software, and information technology (IT) services. It also provides customized services in the logistics, finance, IT, and digital services sectors, as well as traditional distribution services. The company serves retailers, etailers, small and medium-sized business resellers, value-added resellers, corporate resellers, and integrators. It has operations in Switzerland, Germany, the Netherlands, and internationally. The company was formerly known as ALSO-Actebis Holding AG and changed its name to ALSO Holding AG in March 2013. The company was founded in 1984 and is headquartered in Emmen, Switzerland. ALSO Holding AG is a subsidiary of Droege Group AG.",CHF,Information Technology,Software & Services,IT Services,EBS,XSWX,BX Worldcaps,Switzerland,,Emmen,6032,http://www.also.com,Mid Cap,CH0024590272,,BBG006M6YNM6,BBG000BG8F09,BBG001S72CY5,False
AMS.SW,ams AG,"ams AG provides sensor solutions worldwide. The company operates through Consumer, Non-Consumer, and Foundry segments. It offers 3D, audio, CMOS image, light, medical and health, position, power management, temperature, and smart light management sensors; wireless sensor nodes; sensor interfaces; and analog and mixed signal application specific integrated circuit solutions for the automotive, industry, medical, and smart building. The company also provides light detection and ranging, a sensing technology for remote object detection and ranging using a light source and receiver. The company was formerly known as austriamicrosystems AG and changed its name to ams AG in May 2012. The company was founded in 1981 and is headquartered in PremstÃ¤tten, Austria.",CHF,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,EBS,XSWX,BX Worldcaps,Austria,,Premstatten,8141,http://www.ams.com,Mid Cap,AT0000A18XM4,,BBG006M6ZFR7,BBG000P3R5F8,BBG001S98856,False
APGN.SW,APG|SGA SA,"APG|SGA SA, a media company, provides out of home advertising services primarily in Switzerland and Serbia. The company transports advertising messages into the public and private areas, including streets, city centers, pedestrian zones, railway stations, shopping centers, airports, and tourist resorts, as well as on the outside and inside of public transport vehicles through posters, screens, and related media. It serves customers, and advertising and media agencies. The company was formerly known as Affichage Holding SA and changed its name to APG|SGA SA in July 2012. APG|SGA SA was founded in 1900 and is headquartered in Geneva, Switzerland.",CHF,Communication Services,Telecommunication Services,Diversified Telecommunication Services,EBS,XSWX,BX Worldcaps,Switzerland,,Geneva,1207,http://www.apgsga.ch,Small Cap,,,BBG000BBCN71,BBG000BBCLN7,BBG001S5VLV0,False
ARBN.SW,Arbonia AG,"Arbonia AG operates as a building supplier in Switzerland, Germany, and internationally. The company operates through four divisions: HVAC (Heating, Ventilation and Air Conditioning), Sanitary Equipment, Windows, and Doors. It offers heating, air-conditioning, and ventilation technology products, including fan coils, heat pumps, radiant panels, radiators, surface temperature control systems, unit heaters, and ventilation systems under the Kermi, Arbonia, Sabiana, Prolux, Vasco, Tecna, Superia, and Brugman brands; and sanitary equipment, such as arcrylic bathtubs and shower trays, shower enclosures and areas, and shower stalls under the Baduscho, Kermi, and Koralle brands. The company also develops, produces, assembles, and sells a range of windows and exterior doors comprising vinyl, aluminum, and wood windows, as well as lift-and-slide doors, front doors, and shade solutions under the Dobroplast, EgoKiefer, Slovaktual, and Wertbau brands; and interior and functional doors, and frames under the Garant, Invado, PrÃ¼m, and RWD Schlatter brands. The company was formerly known as AFG Arbonia-Forster-Holding AG and changed its name to Arbonia AG in December 2016. Arbonia AG was founded in 1874 and is headquartered in Arbon, Switzerland.",CHF,Industrials,Capital Goods,Building Products,EBS,XSWX,BX Worldcaps,Switzerland,,Arbon,9320,http://www.arbonia.com,Small Cap,GB00BZ15CS02,,,BBG00L4G09G6,BBG00L4G09L0,False
