symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
00W.MU,Aspermont Limited,"Aspermont Limited provides information, data, and advertising solutions to the global resource industries. The company's main offerings include business-to-business media, events, and intelligence services focused on mining, agriculture, energy, and other resource sectors, with headquarters in Perth, Australia. They connect businesses with industry insights and market opportunities.",EUR,Communication Services,Media & Entertainment,,MUN,XMUN,Munich Stock Exchange,Australia,,,,,,AU000000ASP3,,BBG00YVJFMK2,BBG00YVJFMD0,BBG001SF59H0,False
013A.MU,JD.COM SP.ADR A1 DL-00002,"JD.com is a Chinese e-commerce company operating an online retail platform. It offers a wide range of products, including electronics, home appliances, apparel, and books to consumers in China. The company is headquartered in Beijing, China.",EUR,Consumer Discretionary,Retailing,,MUN,XMUN,Munich Stock Exchange,China,,,,,,,,,,,False
013C.MU,JD.COM. INC. A,"JD.COM. INC. A is a Chinese e-commerce company operating an online retail platform and logistics services. It offers a wide array of products, including electronics, apparel, home goods, and groceries, directly to customers and through third-party vendors. Headquartered in Beijing, JD.com focuses on providing fast and reliable delivery services across China.",EUR,Consumer Discretionary,Retailing,,MUN,XMUN,Munich Stock Exchange,China,,,,,,,,BBG00VJFK4B4,BBG00VJFK433,BBG006GX5509,False
01H.MU,Horiba Ltd.,"HORIBA LTD is a global company that manufactures and sells precision instruments and equipment for various applications. Their products include automotive test systems, environmental monitoring equipment, medical diagnostic instruments, and semiconductor manufacturing equipment. The company is headquartered in Kyoto, Japan.",EUR,Industrials,Capital Goods,,MUN,XMUN,Munich Stock Exchange,Japan,,,,,,JP3853000002,,BBG000GJZVR4,BBG000GJYR58,BBG001S6FR34,False
01P.MU,"Medpace Holdings, Inc.","MEDPACE HOLDINGS  DL-,01 is a clinical contract research organization (CRO) that provides clinical development services to the pharmaceutical, biotechnology, and medical device industries. They offer a range of services including clinical trial management, data management, and regulatory affairs. Medpace Holdings, Inc. is headquartered in Cincinnati, Ohio.",EUR,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",,MUN,XMUN,Munich Stock Exchange,United States,,,,,,US58506Q1094,58506Q109,BBG00DLDCCV5,BBG00DLDCCP2,BBG0065B7K40,False
02B.MU,"BlackLine, Inc.","BLACKLINE INC. DL-,01 provides cloud-based accounting automation software solutions that streamline financial close processes. The software platform offers features such as account reconciliation, task management, and variance analysis. BlackLine, Inc. is headquartered in Woodland Hills, California.",EUR,Information Technology,Software & Services,,MUN,XMUN,Munich Stock Exchange,United States,,,,,,US09239B1098,09239B109,BBG00F5DX7R1,BBG00F5DX7L7,BBG0029KJVD8,False
02G.MU,GUANGZHOU AUTO.GRP H YC 1,"GUANGZHOU AUTO.GRP H YC 1 is a Chinese automobile manufacturer that produces a wide range of vehicles, including passenger cars, commercial vehicles, and buses. The company operates through various brands, including GAC Motor and GAC Toyota. Guangzhou Automobile Group Co., Ltd. is headquartered in Guangzhou, China.",EUR,Consumer Discretionary,Automobiles & Components,,MUN,XMUN,Munich Stock Exchange,China,,,,,,,,BBG0015K23R9,BBG0015K23L5,BBG001T910P7,False
038.MU,NovoCure Ltd.,"Novocure Ltd. is a global oncology company pioneering a novel therapy called Tumor Treating Fields (TTFields) for solid tumors. TTFields therapy uses electric fields to disrupt cancer cell division. The company is headquartered in St. Helier, Jersey.",EUR,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",,MUN,XMUN,Munich Stock Exchange,Jersey,,,,,,JE00BYSS4X48,,BBG00B5YGRR9,BBG00B5YGRL5,BBG009XW8QY0,False
03M.MU,MARTINREA INTL INC.,"Martinrea International Inc. is a global automotive supplier engaged in the design, engineering, and manufacturing of metal parts, assemblies and modules, fluid management systems, and aluminum products. They supply products to automotive manufacturers primarily for light vehicles. The company is headquartered in Vaughan, Ontario, Canada.",EUR,Consumer Discretionary,Automobiles & Components,,MUN,XMUN,Munich Stock Exchange,Canada,,,,,,CA5734591046,573459104,BBG0018YXGK0,BBG0018YXGD8,BBG001SKSKH9,False
04IC.MU,"INVIVO THERAPEU.DL-,00001",,EUR,,,,MUN,XMUN,Munich Stock Exchange,United States,,,,,,,,,,,False
