symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
ABQK.QA,Ahli Bank Q.P.S.C.,"Ahli Bank Q.P.S.C., together with its subsidiaries, provides corporate and retail banking services in Qatar. The company operates through two segments, Retail and Private Banking and Wealth Management; and Corporate Banking Treasury, Investments and Brokerage Subsidiary. It also provides brokerage services. The company offers account products, such as savings, current, and call accounts; loan products that include salary advance, overdrafts, auto loans, personal loans, and mortgage loans; term deposits; and card products, such as credit, debit, cash back, contactless, and payroll cards. It also provides insurance services and various savings and investment products and services. In addition, the company offers financing solutions that include medium and long term loans, syndicated loans, contractor, working capital, equipment and fleet, real estate and project, and structured finances; wage protection systems; and corporate solutions, such as hedging solutions, forwards, swaps, options, interest rate hedging's, interest rate swaps, interest caps and floors, ISDA agreements, investment solutions, fixed income products, and structured deposits and notes. Further, it provides import services that include documentary credits and collections, and shipping guarantees; export services, such as LC advising and confirmation, and documentary collections; and guarantee services that include big bonds, performance bonds, advance payment and payment guarantees, counter guarantees for other banks, and avalisation of promissory notes/checks. Additionally, the company offers financing products, such as pre and post shipment finance, open account finance, and invoice discounting. It serves customers through 14 branches and ATMs comprising 20 in branches and 55 off-site ATMs, as well as contact centers, mobile and online banking. The company was founded in 1983 and is based in Doha, Qatar.",QAR,Financials,Banks,Banks,DOH,DSMD,Qatar Exchange,Qatar,,Doha,,http://www.ahlibank.com.qa,,,,,,,False
AHCS.QA,Aamal Company Q.P.S.C.,"Aamal Company Q.P.S.C., together with its subsidiaries, engages in the property, trading and distribution, industrial manufacturing, and managed services businesses in Qatar and internationally. The company's Property segment is involved in leasing the facilities of retail outlet complex, real estate investments, and property rental businesses. Its Trading and Distribution segment engages in wholesale and/or retail distribution of pharmaceutical and consumable items, automotive goods, home appliances, medical equipment, tires, lubricants, batteries, car spare parts, and office supplies products. This segment also provides industrial printing and laminating solutions; supplies, installs, commissions, and maintains air conditioning and refrigeration equipment; offers hospital information systems; and operates a chain of pharmacies, as well as sells footwear and general commercial trading products, and engages in clinical activities. The company's Industrial Manufacturing segment is involved in the manufacture, wholesale, and/or retail distribution of electric cables and tools, aggregates, ready-mix concrete, cement blocks and bricks, interlocking slabs, curb stone, and concrete pipes; provision of services in relation to industrial investment, repair, and construction of power plants; purchasing and leasing of ships; trading electromechanical equipment and cables; and management of industrial enterprises. Its Managed Services segment offers housekeeping and cleaning, facilities and support, energy, and entertainment and amusement services; and IT support, business process outsourcing, travel agency, and call center services. The company also trades in light emitting diode lamps and other lighting products; and provides facilities management, energy, and building maintenance and cleaning services. Aamal Company Q.P.S.C. was founded in 2001 and is headquartered in Doha, Qatar. Aamal Company Q.P.S.C. is a subsidiary of Al Faisal Holding Company W.L.L.",QAR,Industrials,Capital Goods,Industrial Conglomerates,DOH,DSMD,Qatar Exchange,Qatar,,Doha,,http://www.aamal.com.qa,,,,BBG000TJLFC6,BBG000TJLDX8,BBG001T07SG9,False
AHCS@S.QA,Aamal QPSC,"Aamal Company Q.P.S.C. is a diversified conglomerate operating in Qatar, with interests in various sectors including industrial manufacturing, trading and distribution, property, managed services, and healthcare. The company's business model focuses on investing in and developing businesses that contribute to Qatar's economic diversification. It is headquartered in Doha, Qatar.",QAR,Industrials,Capital Goods,,DOH,DSMD,Qatar Exchange,,,,,,,,,,,,False
AKHI.QA,Al Khaleej Takaful Insurance Company Q.P.S.C.,"Al Khaleej Takaful Insurance Company Q.P.S.C. engages in the insurance, reinsurance, and takaful insurance businesses in Qatar. The company offers comprehensive and third party motor insurance products; and property insurance products, such as fire and special perils, property all risks, business interruption, terrorism, and jewelers block insurance. It also provides engineering insurance products, including contractor's all risk, erection all risk, equipment, machinery breakdown, deterioration of stock in cold storage, and electronic equipment insurance; and workmen's compensation, personal accident, fidelity guarantee, and money insurance. In addition, the company offers public liability/third party liability, product liability, event liability, directors and officers liability and company reimbursement, professional indemnity, medical malpractice, bankers blanket bond, and cyber liability insurance products. Further, it provides freight forwarders liability, marine hull, and aviation insurance; and medical, group life, and travel insurance products. Additionally, it is involved in real estate and investments activities. Al Khaleej Takaful Insurance Company Q.P.S.C. was incorporated in 1978 and is based in Doha, Qatar.",QAR,Financials,Insurance,Insurance,DOH,DSMD,Qatar Exchange,Qatar,,Doha,4555.0,http://www.alkhaleejtakaful.com,,,,BBG000PS8868,BBG000PS87Z8,BBG001SLQJV6,False
BLDN.QA,Baladna Q.P.S.C.,"Baladna Q.P.S.C. produces and sells dairy products in the State of Qatar. The company operates through Dairy, Farm, and Other Activities segments. The Dairy segment offers fresh milk, yoghurt, cheese, labneh, cream, dessert, ghee, long life milk, and other dairy products, as well as Laban and Ayran milk drinks. The Farm segment is involved in slaughtering cows and selling beef meat. The Other Activities segment produces and sells sweet and frozen products, as well as sells livestock feed and medicines. It also offers fruit juices and related products; fertilizer compost; and plastic packaging materials to external parties. In addition, the company engages in the trade of food materials; retail of dairy products, eggs, olives, and pickles in specialized stores; and wholesale of soft drinks, juices, and mineral water. It serves retail outlet, as well as hotel, restaurant, and catering customers. The company was incorporated in 2014 and is headquartered in Al Khor, Qatar.",QAR,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,DOH,DSMD,Qatar Exchange,Qatar,,Al Khor,,http://baladna.com,,,,BBG00QN0CV59,BBG00QN0CV40,BBG00QN0CV68,False
BLDN@S.QA,Baladna QPSC,"Baladna QPSC is a Qatari dairy and beverage company. It produces and sells a wide range of dairy products, including milk, yogurt, cheese, and juices. The company is headquartered in Qatar.",QAR,Consumer Staples,"Food, Beverage & Tobacco",,DOH,DSMD,Qatar Exchange,,,,,,,,,,,,False
BRES.QA,Barwa Real Estate Company Q.P.S.C.,"Barwa Real Estate Company is a real estate investment firm specializing in real estate projects which include residential facilities, a motor city, warehouses, and complementary commercial and retail spaces. The firm engages in investment, development, and management of properties with a focus on Qatar and Saudi Arabia. It also invests in stocks of real estate firms. The firm invests in the real estate markets across the globe. Its portfolio includes residential and commercial property and hotels. Barwa Real Estate Company was founded on January 19, 2006 and is based in Doha, Qatar.",QAR,Real Estate,Real Estate,Real Estate Management & Development,DOH,DSMD,Qatar Exchange,Qatar,,Doha,,http://www.barwa.com.qa,,,,BBG000KVFK25,BBG000KVFJ73,BBG001SPW354,False
BRES@S.QA,Barwa Real Estate QPSC,"Barwa Real Estate QPSC is a Qatari real estate development company. They are involved in the development of residential, commercial, and mixed-use properties. The company's projects contribute to the growth of the real estate sector in Qatar.",QAR,Real Estate,Real Estate,,DOH,DSMD,Qatar Exchange,,,,,,,,,,,,False
CBQK.QA,The Commercial Bank (P.S.Q.C.),"The Commercial Bank (P.S.Q.C.), together with its subsidiaries, engages in the conventional banking, brokerage services, and credit card businesses. The company operates through four segments Wholesale Banking, Retail Banking, Others, and International. The Wholesale Banking segment provides various conventional funded and non-funded credit facilities; demand and time deposit services; currency exchange facilities; interest rate swaps and other derivative trading services; loan syndication and structured financing services; corporate lending; trade finance; other deposits; and letters of credit and guarantees, as well as manages money market funds and proprietary investment portfolio. This segment serves corporate, commercial, and multinational customers, as well as large, medium, and small enterprises. The Retail Banking segment offers personal current, savings, time, and investment account services; credit and debit card services; consumer, vehicle, and personal loans, and residential mortgage services; and custodial and wealth management services to retail and individual customers. The Other segment provides brokerage services; and issues debts for banks.The International segment provides banking services through a network of 44 branches in Turkey. The company also provides insurance products. It operates in Qatar, other GCC countries, rest of the Middle East, Europe, North America, and internationally. The company operates a network of 28 full-service branches and 172 ATMs. The Commercial Bank (P.S.Q.C.) was incorporated in 1974 and is based in Doha, Qatar.",QAR,Financials,Banks,Banks,DOH,DSMD,Qatar Exchange,Qatar,,Doha,,http://www.cbq.qa,,,,,,,False
CBQK@S.QA,The Commercial Bank PSQC,"The Commercial Bank PSQC is a Qatari bank offering a range of financial services, including retail banking, corporate banking, and investment services. The bank is headquartered in Doha, Qatar, and operates primarily within the Qatari financial market. It aims to provide comprehensive financial solutions to individuals and businesses.",QAR,Financials,Banks,,DOH,DSMD,Qatar Exchange,,,,,,,,,,,,False
