symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
ARION.IC,Arion banki hf.,"Arion banki hf. provides various financial services to households, corporates, and investors in Iceland and internationally. It operates through three segments: Retail Banking, Corporate & Investment Banking, and Markets. The Retail Banking segment offers a range of products and services, including mortgage loans, savings and current accounts, vehicle and equipment financing, factoring, payment cards, pension services, and insurance and funds to individuals and SMEs through a network of 19 branches with approximately 100,000 customers. The Corporate & Investment Banking segment provides a range of lending products, such as guarantees, deposit accounts, payment solutions, and value-added digital solutions to large and medium-sized corporate clients and investors; international transactions; and various financial advisory and capital raising services, including M&A and LBO services, as well as financial structuring advice, and services on public offerings of securities. The Markets segment manages financial assets on behalf of its customers, as well as a range of mutual, investment, and institutional investor funds; administers pension funds; and provides various fixed income services and risk management products. The company also offers liquidity, currency, and interest rate management services, as well as handles various debt issuance in the domestic and foreign markets, and maintaining its credit ratings; provides non-life and life insurance; and invests in properties. The company was founded in 2008 and is headquartered in ReykjavÃ­k, Iceland.",ISK,Financials,Banks,Banks,ICE,XICE,NASDAQ Iceland,Iceland,,Reykjavik,105,http://www.arionbanki.is,,,,BBG00KXST513,BBG000PYW1D5,BBG001T64W70,False
BRIM.IC,Brim hf.,"Brim hf. operates as a seafood company in Iceland. It processes and sells various seafood products that include ground fish, pelagic fish, deep sea redfish, golden redfish, haddock, cod, saithe, greenland halibut, lumpfish, capelin, herring, blue whiting, silver smelt, and Atlantic mackerel, as well as various other species. The company also processes trimmings of capelin, herring, blue whiting, and mackerel; and provides fishmeal and dried fish products, as well as various types of products processed from roe. It offers its products primarily in Europe, Asia, and North America. The company was formerly known as HB Grandi hf. And changed its name to Brim hf. in August 2019. Brim hf. is based in Reykjavik, Iceland.",ISK,Consumer Staples,Household & Personal Products,Household Products,ICE,XICE,NASDAQ Iceland,Iceland,,Reykjavik,101,http://www.brim.is,,,,BBG000MXYPZ1,BBG000MXYPF3,BBG001SGD8P2,False
EIK.IC,Eik fasteignafelag hf.,"Eik fasteignafÃ©lag hf. invests in, owns, operates, and leases commercial real estate properties. Its property portfolio includes commercial and office buildings, industrial and storage facilities, hotels and restaurants, and wellness and other properties. The company was founded in 2002 is headquartered in ReykjavÃ­k, Iceland.",ISK,Real Estate,Real Estate,Real Estate Management & Development,ICE,XICE,NASDAQ Iceland,Iceland,,Reykjavik,105,http://www.eik.is,,,,BBG008GSTNC8,BBG000R2FBT3,BBG001ST0CH8,False
EIM.IC,Eimskipafelag Íslands hf.,"EimskipafÃ©lag Ãslands hf., together with its subsidiaries, provides shipping, logistics, and supply chain management services. The company operates through two segments, Liner Services and Forwarding Services. It offers its solutions on land, sea, and air with focus on the handling and storing various types of temperature-controlled cargo, frozen or chilled, and dry cargo. The company engages in the transportation of goods to and from Iceland, Norway, and the Faroe Islands through its service routes on the North Atlantic. Its services include sea transportation, trucking, warehousing, and logistic services, as well as terminals operations. The company also operates a fleet of reefer, container, refrigerated bulk, and multipurpose container/bulk vessels. EimskipafÃ©lag Ãslands hf. was founded in 1914 and is headquartered in ReykjavÃ­k, Iceland.",ISK,Industrials,Transportation,Marine,ICE,XICE,NASDAQ Iceland,Iceland,,Reykjavik,104,http://www.eimskip.com,,,,,,,False
FESTI.IC,Festi hf.,"Festi hf., together with its subsidiaries, engages in the retail sale of fuel in Iceland. It operates through KrÃ³nan, N1, and ELKO segments. The company operates 68 fuel service stations, 11 electricity service stations in co-operation with ON, and one methane service station for vehicles; 27 service stations that offer refreshments and healthy snacks under the Nesti brand; 11 lubrication and tyre garages; and six corporate stores and 52 maritime fuel pumps. It also operates 22 convenience stores under the KrÃ³nan and Kr brand names; two convenience stores under the Kjarval brand name; a store under the NÃ³atÃºn brand name; five electronic stores under the Elko brand name, as well as an online store; and a warehouse hotel that provides product storage, packing, labelling, and product distribution services under the Bakkinn brand. It also leases non-residential real estate properties. The company was formerly known as N1 hf. and changed its name to Festi hf. in September 2018. Festi hf. is headquartered in Kopavogur, Iceland.",ISK,Consumer Discretionary,Retailing,Specialty Retail,ICE,XICE,NASDAQ Iceland,Iceland,,Kopavogur,201,http://festi.is,,,,BBG005PFZ1W1,BBG001BTWDM3,BBG001TV63T3,False
HAGA.IC,Hagar hf,"Hagar hf. operates retail stores in Iceland. Its stores offer food, beauty products, leisure products, and seasonal products, as well as sells apparel and accessories for ladies, men, and children; sports and outdoor recreation equipment; and nursing products, health products, cosmetics, and sanitary products. The company also imports and distributes fruits and vegetables; processes meat; and provides customs processing, stock keeping and order fulfillment, product labeling, and other services. The company operates 40 grocery stores, 28 OlÃ­s service centers, 43 OB stations, two supply stores, three specialty stores, two pharmacies, two warehouses, and two production centers. Hagar hf. is headquartered in Kopavogur, Iceland.",ISK,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,ICE,XICE,NASDAQ Iceland,Iceland,,Kopavogur,201,http://www.hagar.is,,,,BBG002BH1WS3,BBG000K31SR8,BBG001SPNYB9,False
HAMP.IC,Hampidjan Hf.,"Hampidjan Hf. manufactures and sells fishing nets, ropes, and fishing long lines for the fishing fleet in Iceland. The company offers fishing products, including trawls, trawl doors, purse seines, warps and ropes, data, and netting products, as well as various hardware used for fishing. It also provides ropes for yachting, off road, military, and offshore applications; towing solutions comprising separation and wide tow ropes, and deflector straps; mooring ropes for wire replacement; towing ropes for harbor towing, harbor tugging, and open sea and emergency towing; lifting products; and ropes and nets for sports. The company was founded in 1934 and is headquartered in Reykjavik, Iceland.",ISK,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",ICE,XICE,NASDAQ Iceland,Iceland,,Reykjavik,104,http://www.hampidjan.is,,,,BBG000MXYVM2,BBG000MXYV60,BBG001SGD8X3,False
ICEAIR.IC,Icelandair Group hf.,"Icelandair Group hf., together with its subsidiaries, operates in the airline and tourism sectors. The company operates through three segments: International Flight Operations, Aviation Investments, and Tourism Investments. It offers air travel and air cargo services; and aircraft, crew, maintenance, insurance, and charter services for the international passenger airlines and tour operators. The company also operates hotels; and offers various travelling services for categories, such as leisure, meetings, incentives, conferences, and events, as well as cruise services. In addition, it provides airport ground handling services for airlines and passengers; and leisure tours for organized groups and individuals comprising vacation tours, golf and ski trips, and city breaks. Further, the company offers various financial services, such as sales and sales audit, flown revenue, refunds, accounting, management reporting, credit management, and payroll and related services. As of December 31, 2018, it operated a fleet of 51 aircraft, including 42 owned and 9 leased aircraft. The company operates in North America, Iceland, West Continental Europe, Scandinavia, the United Kingdom, and internationally. The company was founded in 1937 and is based in Reykjavik, Iceland.",ISK,Industrials,Transportation,Air Freight & Logistics,ICE,XICE,NASDAQ Iceland,Iceland,,Reykjavik,101,http://www.icelandairgroup.is,,,,BBG000QHPGS0,BBG000QHPGD6,BBG001SS6NP1,False
ICESEA.IC,Iceland Seafood International hf.,"Iceland Seafood International hf., together with its subsidiaries, processes, sells, and distributes seafood products primarily in Iceland and internationally. The company operates through Value Added Southern Europe, Value Added Northern Europe, and Sales and Distribution segments. It provides ready meals, fresh seafood, coated products, landfrozen, shell fish, smoked fish, light and wet salted, frozen at sea, pelagic fish, dried products, and cephalopods. The company offers its products under the Islandia, Batter Me Up, Banord, Iceland Gold, Havelok, Islandia Armengol, Las Tapas de Islandia Armengol, OceanPath, Dunn's, Icelandic Seafood, and Seastar brands. It also exports its products. The company was founded in 1932 and is headquartered in Reykjavik, Iceland.",ISK,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,ICE,XICE,NASDAQ Iceland,Iceland,,Reykjavik,104,http://www.icelandseafood.com,,,,BBG00CZDJYY4,BBG0039FFM96,BBG0039FFMB3,False
KALD.IC,Kaldalon hf.,"KaldalÃ³n hf. operates as a real estate development company in Iceland. It engages in the construction of residential real estate projects. The company is based in ReykjavÃ­k, Iceland.",ISK,Industrials,Capital Goods,Construction & Engineering,ICE,XICE,NASDAQ Iceland,Iceland,,Reykjavik,105,http://kaldalon.is,,,,BBG00Q42PG55,BBG00Q42PFW7,BBG00Q42PFX6,False
