symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
ABRD.ME,Public Joint Stock Company Abrau-Durso,"Public Joint Stock Company Abrau-Durso produces and sells wine in Russia. The company offers its wine under the Millezims, Alexander II, Brut D'Or Blanc De Blancs, Victor Dravigny, Imperial Domain, Russian Sparkling Wine, Abrau Light, Abrau Wine, and Foliage brand names. It also engages in the culinary school, hotel, spa, restaurant, cafe, event, and confectionery businesses. In addition, the company exports its products. The company was founded in 1870 and is headquartered in Moscow, Russia. Public Joint Stock Company Abrau-Durso is a subsidiary of OOO Aktiv-Media.",RUB,Consumer Staples,"Food, Beverage & Tobacco",Beverages,MCX,MISX,Moscow Exchange - MICEX,Russia,,Moscow,117186,http://www.abraudurso.ru,Micro Cap,,067901108,,,,False
ACKO.ME,Public joint-stock company Asko-Strakhovanie,"Public joint-stock company Asko-Strakhovanie provides various insurance products and services in Russia. The company offers auto, property, health, business risk, employee voluntary medical, and accident insurance products. It also offers life and health insurance products for drivers and passengers. The company was formerly known as Public Join-Stock Company 'Insurance Company YUZHURAL-ASKO' and changed its name to Public joint-stock company Asko-Strakhovanie in June 2018. Public joint-stock company Asko-Strakhovanie is founded in 1990 and is based in Chelyabinsk, Russia.",RUB,Financials,Insurance,Insurance,MCX,MISX,Moscow Exchange - MICEX,Russia,,Chelyabinsk,454091,http://www.acko.ru,Nano Cap,,,,,,False
AFKS.ME,Sistema Public Joint Stock Financial Corporation,"Sistema Public Joint Stock Financial Corporation, together with its subsidiaries, operates in the telecommunications, retail, high technology, finance, pulp and paper, utilities, pharmaceuticals, healthcare, agriculture, real estate, and tourism businesses in Russia and internationally. The company operates through Mobile TeleSystems, Segezha Group, RTI, and Ozon Holdings Limited segments. It provides mobile and fixed voice, broadband, internet access, pay TV, cable and satellite television, digital, mobile application, financial and e-commerce, and content and entertainment services; and produces plywood, paper sacks, unbleached sack paper, and sawn timber products. The company also develops, manufactures, and supplies complex radar, information and integrated automated control systems and command centers, communications equipment, and electronic devices; and operates online platform for retail store, travel agency, electronic library, and various financial services, as well as healthcare facilities that offers prevention, diagnosis, treatment, and rehabilitation services for children and adults. In addition, it engages in the asset management and venture capital activities; crop and dairy farming, and vegetable and fruit growing activities; and developing and manufacturing of air-, sea-, and land-based systems; and civilian unmanned projects. Further, the company develops, manufactures, and sells pharmaceutical and generic drugs; owns, develops, constructs, and rents real estate properties; transmits and distributes electricity; and operates hotels, as well as children's and women's clothes and accessories, and underwear under the Acoola, Concept Club, and Infinity Lingerie brand names through a network of 350 stores. Sistema Public Joint Stock Financial Corporation was founded in 1993 and is based in Moscow, Russia.",RUB,Communication Services,Telecommunication Services,Diversified Telecommunication Services,MCX,MISX,Moscow Exchange - MICEX,Russia,,Moscow,125009,http://www.sistema.com,Mid Cap,US48122U2042,48122U204,,,,False
AFLT.ME,Public Joint Stock Company Aeroflot - Russian Airlines,"Public Joint Stock Company Aeroflot - Russian Airlines, together with its subsidiaries, provides passenger and cargo air transportation services in Russia and internationally. It also offers other aviation services from Moscow Sheremetyevo Airport. In addition, the company provides airline catering, finance, education, and technical maintenance services, as well as operates a hotel. As of December 31, 2019, it operated a fleet of 359 aircraft. The company was founded in 1923 and is headquartered in Moscow, Russia.",RUB,Industrials,Transportation,Airlines,MCX,MISX,Moscow Exchange - MICEX,Russia,,Moscow,119019,http://www.aeroflot.ru,Mid Cap,LU1681040900,,,BBG00KH71PL1,,False
AGRO.ME,Ros Agro PLC,"Ros Agro PLC operates as an integrated agricultural holding company in Russia and internationally. It operates through four segments: Sugar, Meat, Agriculture, and Oil and Fat. The Sugar segment engages in the production of white granulated sugar, cane sugar, white lump sugar, beet and betaine molasses, dried sugar beet cossettes, long grain/round grain raw rice, polished round and long grain rice, long grain steamed rice, buckwheat, and oat flakes. This segment markets its products under the Chaikofsky, Mon Cafe, Russkii Sakhar, Brauni, and Warm Traditions brand names. The Meat segment is involved in the breeding of livestock; and cultivation and production of pigs under the Slovo Myasnika brand. The Agriculture segment engages in the cultivation of sugar beet, wheat, barley, soya, corn, sunflower, and other agricultural crops; and dairy cattle livestock. The Oil and Fat segment is involved in the extraction and processing of vegetable oils; and production and sale of bottled vegetable oils, mayonnaise and sauces, margarine and spreads, jams, soaps, industrial fats, and meal, and mustard. This segment markets its products primarily under the Ya lublu gotovit, EZhK, Mechta Khosiaiki, Schedroye leto, Rossiyanka, Maslava, Formula chistoty, Uzor, Detskoe, Solnechniy luch, SolPro, and GRAND, Gotovim doma, Soyaco, Food Expert, and Colibri Fiori brand names. The company was formerly known as Matchzone Holdings Limited and changed its name to Ros Agro PLC in February 2011. Ros Agro PLC was founded in 1995 and is based in Nicosia, Cyprus.",RUB,Consumer Staples,Household & Personal Products,Household Products,MCX,MISX,Moscow Exchange - MICEX,Cyprus,,Nicosia,1060,http://www.rusagrogroup.ru,Small Cap,,,BBG007N0Z376,BBG007N0Z367,BBG001T8KKJ1,False
AKRN.ME,Public Joint Stock Company Acron,"Public Joint Stock Company Acron, together with its subsidiaries, manufactures, distributes, and sells chemical fertilizers and related mineral primary and by-products. The company provides mineral fertilizers, including complex and nitrogen fertilizers; organic compounds comprising methanol, formalin, urea-formaldehyde resins, melamine-urea-formaldehyde resins, and dipping resins; and non-organic compounds, such as low and high density ammonium nitrate, conversion calcium carbonate, liquid carbon dioxide, and urea for diesel exhaust fluid production. It also offers rare earth elements (REE) from apatite concentrate process flows consisting of cerium, lanthanum, neodymium, and didymium, as well as concentrates of light, medium, and heavy REE; and apatite concentrate and ammonia. In addition, the company operates seaport terminals. It operates in Latin America, European Union, Russia, the United States, Canada, Asia, the People's Republic of China, Commonwealth of Independent States, and internationally. The company was incorporated in 1992 and is headquartered in Moscow, Russia. Public Joint Stock Company Acron is a subsidiary of JSC Acron Group.",RUB,Materials,Materials,Construction Materials,MCX,MISX,Moscow Exchange - MICEX,Russia,,Moscow,123610,http://www.acron.ru,Mid Cap,,,,,,False
ALBK.ME,Public Joint Stock Company Best Efforts Bank,"Public Joint Stock Company Best Efforts Bank provides a range of banking services to professional market participants in Russia. The company provides single cash position and portfolio margining services; and classical banking services, such as settlement and cash services to individual entrepreneurs, individuals in private practice, and credit institutions, as well as offers deposits and loans to individuals. It also acts as an intermediary for legal entities; provides custodial services; and offers access to the trading venues of Moscow and Saint-Petersburg Exchanges. In addition, the company focuses on IT and outsourcing solutions for its clients, as well as investment banking and customer services; and providing remote identification services of the client, as well as back office services for small and medium companies. It serves approximately 40 clients. The company was founded in 1990 and is based in Moscow, Russia. As of January 21, 2020, Public Joint Stock Company Best Efforts Bank operates as a subsidiary of Public Joint-Stock Company SAINT PETERSBURG EXCHANGE.",RUB,Financials,Banks,Banks,MCX,MISX,Moscow Exchange - MICEX,Russia,,Moscow,127006,http://www.besteffortsbank.ru,Nano Cap,,,,,,False
ALNU.ME,PJSC ALROSA-Nyurba,"PJSC ALROSA-Nyurba engages in the mining of diamonds in Russia. It holds the mining licenses for the Nyurbinskoye and Botuobinskoye primary deposits in the Nyurba District of the Republic of Sakha. The company was formerly known as Open Joint Stock Company ALROSA-Nyurba and changed its name to PJSC ALROSA-Nyurba in December 2015. The company was founded in 1997 and is based in Moscow, Russia. PJSC ALROSA-Nyurba is a subsidiary of Public Joint Stock Company ALROSA.",RUB,Materials,Materials,Metals & Mining,MCX,MISX,Moscow Exchange - MICEX,Russia,,Moscow,115184,http://eng.alrosa.ru/corporate-structure/ojsc-alrosa-nyurba-nyurba/,Small Cap,,,,,,False
ALRS.ME,Public Joint Stock Company ALROSA,"Public Joint Stock Company ALROSA, together with subsidiaries, operates as a diamond mining company. The company operates through Diamonds, Transportation, Social Infrastructure, and Other Activities segments. It is involved in the exploration and extraction of diamond reserves; and marketing and distribution of raw and cut diamonds. The company operates mining facilities in Mirny, Udachny, Aikhal, Nyurba, and Anabar located in Western Yakutia, as well as in the Arkhangelsk region. The company also offers airline, transportation, and financial services; and services at transportation terminals, ports, and airports. In addition, it engages in construction of sports complexes; and cultural facilities, such as cinemas and theatres and other social infrastructure. Further, the company extracts gas; and produces electricity. It operates in Belgium, Russia, India, the United Arab Emirates, Israel, China, Switzerland, Angola, the United Kingdom, the Republic of Botswana, Belarus, the United States, Armenia, and internationally. The company was founded in 1957 and is headquartered in Mirny, Russia.",RUB,Materials,Materials,Metals & Mining,MCX,MISX,Moscow Exchange - MICEX,Russia,,Mirny,678174,http://www.alrosa.ru,Large Cap,,,,,,False
AMEZ.ME,Public Joint Stock Company Ashinskiy metallurgical works,"Public Joint Stock Company 'Ashinskiy metallurgical works' operates as a metallurgical company in Russia. The company manufactures and sells amorphous and nanocrystalline alloys; hot-rolled and cold-rolled steel sheets; flat carbon and stainless sheets; ribbons and tape wires; and stainless steel durable products under the AMET brand. It serves household, chemical, aviation, and space industries. The company was founded in 1898 and is based in Chelyabinsk, Russia.",RUB,Materials,Materials,Metals & Mining,MCX,MISX,Moscow Exchange - MICEX,Russia,,Chelyabinsk,456010,http://www.amet.ru,Micro Cap,,,,,,False
